quote,image,industry,profile link
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c33a1a6a7ea4364f49fc5a6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D18%26cropX2%3D3978%26cropY1%3D9%26cropY2%3D3972,"Adenuga, Nigeria's second richest man, built his fortune in telecom and oil production.",https://www.forbes.com/profile/mike-adenuga/?list=billionaires
"I don't care if you're in business or out of business, God owns it... How do I separate it? Well, it's God's in church and it's mine here. You can't have a belief system on Sunday and not live it the other six days.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d275f874c687b00085c62e0%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D581%26cropX2%3D2906%26cropY1%3D425%26cropY2%3D2748,"A preacher's son from a poor background, Hobby Lobby founder David Green opened his first crafts shop in 1970 with a $600 loan.",https://www.forbes.com/profile/david-green/?list=billionaires
"I don't care if you're in business or out of business, God owns it... How do I separate it? Well, it's God's in church and it's mine here. You can't have a belief system on Sunday and not live it the other six days.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d275f874c687b00085c62e0%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D581%26cropX2%3D2906%26cropY1%3D425%26cropY2%3D2748,"A preacher's son from a poor background, Hobby Lobby founder David Green opened his first crafts shop in 1970 with a $600 loan.",https://www.forbes.com/profile/david-green/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7792c5c7b02d000666d919%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D288%26cropX2%3D2738%26cropY1%3D20%26cropY2%3D2468,"Russia's most influential tech investor, Yuri Milner was an early backer of Facebook and Twitter through his venture fund, DST Global. ",https://www.forbes.com/profile/yuri-milner/?list=billionaires
"People in the industry said, 'You guys are crazy, this will never work.' We were trying to build these high performance radios and communication circuits out of very average technologies. But we saw that it could be done. ",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8aa0fd6de3150009a5030b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D376%26cropX2%3D1438%26cropY1%3D38%26cropY2%3D1100,Henry Samueli is a cofounder of chipmaker Broadcom.,https://www.forbes.com/profile/henry-samueli/?list=billionaires
"My quest was and is to improve the quality of life through science. That is what drove me then, and that is what is driving me now.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ba4416731358e5690cd9dd9%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1048%26cropX2%3D1735%26cropY1%3D186%26cropY2%3D872,Medical doctor Patrick Soon-Shiong invented the cancer drug Abraxane. It became a blockbuster thanks to its efficacy against pancreatic cancer.,https://www.forbes.com/profile/patrick-soon-shiong/?list=billionaires
"My quest was and is to improve the quality of life through science. That is what drove me then, and that is what is driving me now.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ba4416731358e5690cd9dd9%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1048%26cropX2%3D1735%26cropY1%3D186%26cropY2%3D872,Medical doctor Patrick Soon-Shiong invented the cancer drug Abraxane. It became a blockbuster thanks to its efficacy against pancreatic cancer.,https://www.forbes.com/profile/patrick-soon-shiong/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F603523b2bb4ffd70b0a75b93%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D269%26cropX2%3D2214%26cropY1%3D96%26cropY2%3D2041,"Michael Kadoorie chairs CLP Holdings, the publicly traded power company his family co-founded in 1901. ",https://www.forbes.com/profile/michael-kadoorie/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F609326e285d4b3b1edcb9a78%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D800%26cropY1%3D2%26cropY2%3D800,"Lin chaired Chang Chun Group--one of Asia's largest petrochemical companies, with plants in Taiwan, China and Southeast Asia--until the end of 2013.",https://www.forbes.com/profile/lin-shu-hong/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fd0b9926c84cb83dc19638faf3e09ff04%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D744%26cropY1%3D11%26cropY2%3D754,"Niels Peter Louis-Hansen is the deputy chairman of Coloplast, a large Danish healthcare company.",https://www.forbes.com/profile/niels-peter-louis-hansen/?list=billionaires
"Our corporate mission, making people better, is founded on healthcare innovation, new job creation, employee well-being, and charitable giving.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a751e22254b0008e15d32%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D397%26cropY1%3D5%26cropY2%3D400,"Michigan native Reinhold Schmieding started Arthrex, an orthopedic surgical tools company, in 1981 in Munich, Germany. ",https://www.forbes.com/profile/reinhold-schmieding/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5a80f50531358e4955ad2ec8%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D628%26cropX2%3D3834%26cropY1%3D0%26cropY2%3D3207,"Wee Cho Yaw is chairman emeritus of United Overseas Bank, Singapore's third-largest bank by assets.",https://www.forbes.com/profile/wee-cho-yaw/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e76dba710380d0006fbb8a9%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D824%26cropX2%3D4013%26cropY1%3D77%26cropY2%3D3265,"Starting in the late 1970s, Silvio Berlusconi built media group Fininvest into a national force, importing American shows like 'Baywatch' to Italy.",https://www.forbes.com/profile/silvio-berlusconi/?list=billionaires
"If someone is out in the desert walking around, they're going to be thirsty. You just have to ask them what they want to drink.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a8cc56de3150009a50133%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D310%26cropX2%3D4009%26cropY1%3D16%26cropY2%3D3712,Arthur Blank and Bernie Marcus cofounded Home Depot in 1978 after being fired from their jobs at a regional hardware store. ,https://www.forbes.com/profile/arthur-blank/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e78ddda10380d0006fbd5f5%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D180%26cropY1%3D2%26cropY2%3D182,"Qian Dongqi chairs Ecovacs, a supplier of robotic vacuum cleaners, window washers and air purifiers.",https://www.forbes.com/profile/qian-dongqi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e78ddda10380d0006fbd5f5%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D180%26cropY1%3D2%26cropY2%3D182,"Qian Dongqi chairs Ecovacs, a supplier of robotic vacuum cleaners, window washers and air purifiers.",https://www.forbes.com/profile/qian-dongqi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Together Jude Reyes and his brother Chris run Reyes Holdings, a $30 billion (sales) food and beverage distribution company. ",https://www.forbes.com/profile/jude-reyes/?list=billionaires
It's not convenient to offer tens of products and let people choose...I just want to click a button and know that the product I'm using is the best.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7781e910380d0006fbbec0%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D565%26cropX2%3D3221%26cropY1%3D11%26cropY2%3D2667,"Nik Storonsky cofounded and runs U.K.-based financial services firm Revolut, which was valued by private investors at $33 billion in July 2021.",https://www.forbes.com/profile/nik-storonsky/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F561f080ce4b0ffa7afe5df56%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D45%26cropX2%3D723%26cropY1%3D58%26cropY2%3D736,"Zhou Qunfei chairs Lens Technology, a smartphone screen supplier whose customers include Samsung, LG, Microsoft and Nokia.",https://www.forbes.com/profile/zhou-qunfei/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Deng Weiming chairs CNGR Advanced Material, which makes components of lithium batteries, some of which are used in cars.",https://www.forbes.com/profile/deng-weiming/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F629fb3437229503c141682ad%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D171%26cropX2%3D1063%26cropY1%3D91%26cropY2%3D982,"Judy Faulkner founded America's leading medical-record software provider, Epic, in a Wisconsin basement in 1979.",https://www.forbes.com/profile/judy-faulkner/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e78e5b7c7b02d000666f23b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1686%26cropX2%3D3897%26cropY1%3D445%26cropY2%3D2655,"Robin Li is the CEO and cofounder of Baidu, China's top search engine and one of the world's most popular websites.",https://www.forbes.com/profile/robin-li/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ed4563bce65aef57ded29dc3a87eea7%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D709%26cropY1%3D5%26cropY2%3D712,Singapore-born Ka Yee (Carrie) Wong Perrodo inherited international oil company Perenco when her husband Hubert Perrodo died in 2006.,https://www.forbes.com/profile/carrie-perrodo/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e77ef2bc7b02d000666e18c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D67%26cropX2%3D1744%26cropY1%3D3%26cropY2%3D1680,Brothers David and Simon Reuben built a fortune in real estate and technology. ,https://www.forbes.com/profile/david-reuben/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e77f9a510380d0006fbc995%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D922%26cropX2%3D2645%26cropY1%3D72%26cropY2%3D1796,"Simon Reuben shares a real estate, technology and investments fortune with his brother David Reuben. 
",https://www.forbes.com/profile/simon-reuben/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F625f10e5a124c78f61971d92%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D144%26cropX2%3D989%26cropY1%3D6%26cropY2%3D851,"Seo Jung-jin is cofounder of Celltrion, a biopharmaceutical firm that makes drugs to treat cancer, influenza and rheumatoid arthritis, among others.",https://www.forbes.com/profile/seo-jung-jin/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F62291a5d0ec641a4c77a7528%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D615%26cropX2%3D2814%26cropY1%3D7%26cropY2%3D2205,"Roman Abramovich, who owns stakes in Russian steel giant Evraz and nickel producer Norilsk Nickel, has been sanctioned by the U.K., EU, Canada, Australia and Switzerland.",https://www.forbes.com/profile/roman-abramovich/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a649a22254b0008e15a7a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D306%26cropX2%3D2019%26cropY1%3D4%26cropY2%3D1716,"Micky Arison is chairman of the world's largest cruise ship operator, Carnival Corp.",https://www.forbes.com/profile/micky-arison/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F62446cad7e919f74474ab6ab%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1453%26cropX2%3D2550%26cropY1%3D403%26cropY2%3D1499,Edythe Broad is an American art collector and philanthropist. ,https://www.forbes.com/profile/edythe-broad/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F62680710a5f2dc4dd7109d4b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1329%26cropX2%3D1978%26cropY1%3D353%26cropY2%3D1003,"Terry Gou is the founder of Hon Hai Precision, the world's largest electronics contract manufacturer, whose top customers include Apple.  ",https://www.forbes.com/profile/terry-gou/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c78388f31358e35dd279c6e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D188%26cropX2%3D1422%26cropY1%3D234%26cropY2%3D1467,"Jiang Bin chairs Goertek, a supplier of acoustic components in China.",https://www.forbes.com/profile/jiang-bin/?list=billionaires
Good isn't good enough; great is barely acceptable.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f46afa046b2d491d2f8814a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1053%26cropX2%3D4764%26cropY1%3D132%26cropY2%3D3840,"Vinod Khosla is the founder of Khosla Ventures, a Silicon Valley venture capital firm.",https://www.forbes.com/profile/vinod-khosla/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f4d624c9203e6bccfc46e87%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1084%26cropX2%3D2223%26cropY1%3D371%26cropY2%3D1511,"Ralph Lauren is executive chairman and chief creative officer of Ralph Lauren, his all-American fashion empire. He controls 84% of the voting rights.",https://www.forbes.com/profile/ralph-lauren/?list=billionaires
"Take full responsibilities of failures, and share the successes.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e907d342b720000076d9406%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D910%26cropX2%3D2570%26cropY1%3D200%26cropY2%3D1859,"Doug Leone is managing partner at VC firm Sequoia Capital, which operates in the U.S., China, India and Israel and opened an office in London in 2020.",https://www.forbes.com/profile/douglas-leone/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Lucia Borges Maggi is the cofounder the Andre Maggi Group, also known as Amaggi, one of Brazil's largest producers of soybeans and other commodities. ",https://www.forbes.com/profile/lucia-maggi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F603527cabc0743d40c71abaa%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D1632%26cropY1%3D0%26cropY2%3D1632,"Horst Julius Pudwill is the cofounder and chairman of Techtronic Industries, a Hong Kong-based manufacturer of power tools and floor-care products. ",https://www.forbes.com/profile/horst-julius-pudwill/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ffe1cf7e7d384abb660e55e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D1080%26cropY1%3D0%26cropY2%3D1080,"Abdulsamad Rabiu is the founder of BUA Group, a Nigerian conglomerate active in cement production, sugar refining and real estate. ",https://www.forbes.com/profile/abdulsamad-rabiu/?list=billionaires
"We're going to be able to double corn yields very easily. And apparently a lot of people working in the same industry can't see that...They think, 'How can this be? And furthermore, how can this little farm kid out here be doing this?'",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F59d7ff5531358e542c036ed6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D324%26cropX2%3D1197%26cropY1%3D116%26cropY2%3D989,Farm boy turned seed-genetics savant Harry Stine has made a fortune licensing corn and soybean genetics to multinationals like Monsanto and Syngenta.,https://www.forbes.com/profile/harry-stine/?list=billionaires
"People always ask me for my secret. There isn't one. You've just got to keep a level head and stay away from greed. I just think in my life I relied on my instincts and had good intuition, and things just kind of fell into place.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ba4dae34bbe6f79516f5042%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D923%26cropY1%3D2%26cropY2%3D923,Dennis Washington parlayed an early love of machinery into a diversified business group called Washington Companies.,https://www.forbes.com/profile/dennis-washington/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6050f48ca1ab099ed6e290cc%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D800%26cropY1%3D0%26cropY2%3D800,Low profile Hasmukh Chudgar founded generics maker Intas Pharmaceuticals in 1977.,https://www.forbes.com/profile/hasmukh-chudgar/?list=billionaires
" I love being around kids. I couldn't figure out why all these 70-year-olds wanted to hang out with me when I was 27.  Now I understand, and I'm trying to steal their energy.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a9ea218444200084e6e8b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1229%26cropX2%3D3892%26cropY1%3D6%26cropY2%3D2667,Stanley Druckenmiller made it big as a hedge fund manager for 30 years. He now manages his money through a family office.,https://www.forbes.com/profile/stanley-druckenmiller/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8ae3a822254b0008e16558%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D446%26cropX2%3D2137%26cropY1%3D240%26cropY2%3D1930,"Jonathan Gray started at asset manager Blackstone Group fresh out of college in 1992 and later rose to head the firm's vaunted real estate group.
",https://www.forbes.com/profile/jonathan-gray/?list=billionaires
We do not ask for profit share because I think it's my responsibility to return the favor that the society had offered me.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F60b11d466e6a8a5ae8e1625a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D58%26cropX2%3D799%26cropY1%3D99%26cropY2%3D840,Kwon Hyuk-bin founded Smilegate in 2002 and has built it into one of the most successful gaming companies in South Korea.,https://www.forbes.com/profile/kwon-hyuk-bin/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e73f5382a573300068fc875%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D3271%26cropY1%3D6%26cropY2%3D3280,An era ended in June 2018 when Lowy sold his Westfield Corp. to a Franco-Dutch group in a $16 billion deal that was Australia's largest takeover.,https://www.forbes.com/profile/frank-lowy/?list=billionaires
"I believe that, in my lifetime, we can create a movement and affect real change in billions of people's lives around the world, particularly women and children who often bear the brunt of the lack of access to health care.   ",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F55fa1ca9e4b0ffa7afe4ad5a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D81%26cropY2%3D825,"Ronda Stryker is a director of Stryker Corp., the medical equipment company founded by her grandfather, Homer Stryker (d. 1980).",https://www.forbes.com/profile/ronda-stryker/?list=billionaires
"I believe that, in my lifetime, we can create a movement and affect real change in billions of people's lives around the world, particularly women and children who often bear the brunt of the lack of access to health care.   ",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F55fa1ca9e4b0ffa7afe4ad5a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D81%26cropY2%3D825,"Ronda Stryker is a director of Stryker Corp., the medical equipment company founded by her grandfather, Homer Stryker (d. 1980).",https://www.forbes.com/profile/ronda-stryker/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fa2452fb4fb9048a14be1e743af0f06bc%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D24%26cropX2%3D721%26cropY1%3D0%26cropY2%3D698,"Cement czar Benu Gopal Bangur gets his wealth from a majority stake in Shree Cement, one of India's most cost-efficient cement producers.",https://www.forbes.com/profile/benu-gopal-bangur/?list=billionaires
Ninety-five percent of my assets drive out the gate every evening. It's my job to maintain a work environment that keeps those people coming back every morning.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a6ffb22254b0008e15c68%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D754%26cropX2%3D2040%26cropY1%3D4%26cropY2%3D1290,"James Goodnight cofounded the analytics software firm SAS in 1976 with John Sall, whom he met while a PhD student at North Carolina State University.",https://www.forbes.com/profile/james-goodnight/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e75984410380d0006fba986%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1530%26cropX2%3D3561%26cropY1%3D296%26cropY2%3D2326,"Alain Merieux is chairman of Institut Merieux, a medicine and public health conglomerate specializing in diagnostics, immunotherapy and nutrition.",https://www.forbes.com/profile/alain-merieux/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e75984410380d0006fba986%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1530%26cropX2%3D3561%26cropY1%3D296%26cropY2%3D2326,"Alain Merieux is chairman of Institut Merieux, a medicine and public health conglomerate specializing in diagnostics, immunotherapy and nutrition.",https://www.forbes.com/profile/alain-merieux/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e75984410380d0006fba986%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1530%26cropX2%3D3561%26cropY1%3D296%26cropY2%3D2326,"Alain Merieux is chairman of Institut Merieux, a medicine and public health conglomerate specializing in diagnostics, immunotherapy and nutrition.",https://www.forbes.com/profile/alain-merieux/?list=billionaires
"I wanted the world to have a global, open financial system that drove innovation and freedom.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c743ab3a7ea431000438195%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D263%26cropX2%3D2662%26cropY1%3D131%26cropY2%3D2531,"Brian Armstrong is the chief executive of Coinbase Global, the largest cryptocurrency exchange in the United States.",https://www.forbes.com/profile/brian-armstrong/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Dannine Avara and her three siblings inherited Enterprise Products Partners, the energy pipeline giant founded by their late father, Dan Duncan.",https://www.forbes.com/profile/dannine-avara/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e75a44c10380d0006fbaa17%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D860%26cropX2%3D2080%26cropY1%3D61%26cropY2%3D1280,"Telecoms magnate Patrick Drahi is the founder and owner of multinational Altice NV, which he took private in January 2021 at a $7.3 billion valuation.",https://www.forbes.com/profile/patrick-drahi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Scott Duncan and his three older siblings each inherited a stake in their father Dan Duncan's pipeline firm, Enterprise Products Partners, in 2010. ",https://www.forbes.com/profile/scott-duncan/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F087ea54ecfa62609c6cafe4bd4410588%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1%26cropX2%3D548%26cropY1%3D9%26cropY2%3D556,"Milane Duncan Frantz's father, Dan Duncan, founded Houston-based pipeline giant Enterprise Products Partners in 1968 and took it public in 1998.",https://www.forbes.com/profile/milane-frantz/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e770248d8e1ae0007b72880%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D57%26cropX2%3D2601%26cropY1%3D0%26cropY2%3D2543,Andreas Halvorsen runs hedge fund Viking Global Investors.,https://www.forbes.com/profile/andreas-halvorsen/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F60352d6353fe983e44f83a36%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D93%26cropX2%3D909%26cropY1%3D78%26cropY2%3D894,"Law chairs the Singapore-based Park Hotel Group, which manages more than a dozen hotels across Asia. ",https://www.forbes.com/profile/law-kar-po/?list=billionaires
